1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
39	-0.800399	-0.872061	1.791543	38.000000	1384.565735	0.000277	0.210815	0.008549	4.3	0.0	105.8
40	-0.840610	-0.868808	0.704956	39.000000	1361.489639	0.000250	0.210958	0.008349	4.5	0.0	106.0
41	-0.806996	-0.874694	1.692448	40.000000	1339.170137	0.000221	0.210975	0.008556	4.9	0.0	106.8
42	-0.849396	-0.878437	0.726031	41.000000	1317.570618	0.000232	0.210709	0.008346	4.8	0.0	106.9
43	-0.814751	-0.878362	1.590275	42.000000	1296.656799	0.000258	0.210713	0.008564	5.9	0.0	107.4
44	-0.844143	-0.874474	0.758289	43.000000	1276.396537	0.000251	0.210786	0.008346	5.5	0.0	107.4
45	-0.820392	-0.879849	1.486417	44.000000	1256.759667	0.000261	0.210793	0.008569	4.5	0.0	106.1
46	-0.845871	-0.877450	0.789485	45.000000	1237.717854	0.000251	0.210808	0.008397	4.9	0.0	106.5
47	-0.816855	-0.872879	1.400590	46.000000	1219.244453	0.000240	0.210812	0.008524	4.5	0.0	106.0
48	-0.857958	-0.889682	0.793120	47.000000	1201.314387	0.000260	0.210965	0.008317	4.4	0.0	106.4
49	-0.824267	-0.876836	1.314231	48.000000	1183.904034	0.000241	0.210971	0.008558	4.6	0.0	106.1
50	-0.840305	-0.873248	0.823572	49.000000	1166.991119	0.000270	0.210923	0.008357	4.5	0.0	106.0
51	-0.828470	-0.877768	1.232449	50.000000	1150.554625	0.000280	0.210926	0.008572	5.2	0.0	106.7
52	-0.845410	-0.879422	0.850280	51.000000	1134.574699	0.000285	0.210839	0.008313	4.7	0.0	106.6
53	-0.842160	-0.888000	1.146000	52.000000	1119.032580	0.000240	0.210844	0.008524	4.5	0.0	106.4
54	-0.841512	-0.876412	0.872491	53.000000	1103.910518	0.000252	0.210812	0.008383	4.5	0.0	106.4
55	-0.834116	-0.877299	1.079580	54.000000	1089.191711	0.000214	0.210827	0.008507	4.3	0.0	106.2
56	-0.852379	-0.887358	0.874479	55.000000	1074.860241	0.000253	0.210982	0.008384	4.5	0.0	106.4
57	-0.834685	-0.875722	1.025928	56.000000	1060.901017	0.000341	0.210982	0.008539	4.7	0.0	106.6
58	-0.846520	-0.881920	0.884988	57.000000	1047.299722	0.000235	0.210856	0.008433	4.4	0.0	106.3
59	-0.842394	-0.881535	0.978527	58.000000	1034.042764	0.000243	0.210858	0.008506	4.5	0.0	106.4
60	-0.850460	-0.885760	0.882518	59.000000	1021.117229	0.000238	0.210807	0.008362	4.5	0.0	106.1
61	-0.846907	-0.884148	0.931029	60.000000	1008.510844	0.000189	0.210727	0.008454	4.8	0.0	106.3
62	-0.846731	-0.881367	0.865916	61.000000	996.211931	0.000226	0.210859	0.008467	4.4	0.0	106.4
63	-0.839574	-0.876073	0.912484	62.000000	984.209378	0.000266	0.210862	0.008443	4.3	0.0	106.0
64	-0.839782	-0.873351	0.839230	63.000000	972.492599	0.000203	0.210901	0.008451	4.2	0.0	105.7
65	-0.841257	-0.877001	0.893592	64.000000	961.051510	0.000292	0.210903	0.008428	4.4	0.0	105.9
66	-0.844195	-0.876945	0.818727	65.000000	949.876492	0.000234	0.210554	0.008416	4.2	0.0	105.7
67	-0.845757	-0.880317	0.864000	66.000000	938.958372	0.000269	0.210558	0.008401	4.2	0.0	105.6
68	-0.844365	-0.876264	0.797475	67.000000	928.288390	0.000275	0.210817	0.008418	4.3	0.0	105.8
69	-0.846026	-0.880004	0.849452	68.000000	917.858184	0.000248	0.210816	0.008425	5.2	0.0	106.8
70	-0.845245	-0.876501	0.781393	69.000000	907.659759	0.000251	0.210882	0.008484	4.8	0.0	106.3
71	-0.849820	-0.883496	0.841897	70.000000	897.685476	0.000203	0.210876	0.008455	4.4	0.0	105.9
72	-0.846226	-0.876704	0.761956	71.000000	887.928025	0.000262	0.210594	0.008448	4.5	0.0	106.0
73	-0.848125	-0.880809	0.817102	72.000000	878.380412	0.000270	0.210591	0.008412	4.5	0.0	106.0
74	-0.846221	-0.875831	0.740245	73.000000	869.035940	0.000257	0.210893	0.008424	4.5	0.0	106.1
75	-0.843994	-0.876116	0.803048	74.000000	859.888193	0.000277	0.210893	0.008494	4.9	0.0	106.4
76	-0.854248	-0.883722	0.736855	75.000000	850.931024	0.000262	0.210864	0.008463	4.5	0.0	106.0
77	-0.846735	-0.877974	0.780972	76.000000	842.158540	0.000242	0.210864	0.008435	4.3	0.0	105.8
78	-0.845899	-0.874731	0.720806	77.000000	833.565085	0.000271	0.210607	0.008400	4.3	0.0	105.9
79	-0.855775	-0.885904	0.753244	78.000000	825.145236	0.000236	0.210608	0.008427	4.2	0.0	105.7
80	-0.845825	-0.874293	0.711705	79.000000	816.893783	0.000287	0.210807	0.008435	4.4	0.0	105.9
81	-0.856463	-0.886070	0.740170	80.000000	808.805726	0.000198	0.210797	0.008439	4.5	0.0	106.4
82	-0.860844	-0.888810	0.699171	81.000000	800.876258	0.000211	0.210907	0.008412	4.2	0.0	105.8
83	-0.850282	-0.879137	0.721351	82.000000	793.100761	0.000253	0.210904	0.008473	4.4	0.0	105.9
84	-0.846992	-0.874812	0.695515	83.000000	785.474792	0.000229	0.210823	0.008442	4.3	0.0	105.8
85	-0.851497	-0.879579	0.702032	84.000000	777.994079	0.000253	0.210801	0.008433	4.2	0.0	105.7
86	-0.844993	-0.872234	0.681034	85.000000	770.654513	0.000283	0.210901	0.008418	4.2	0.0	105.7
87	-0.848600	-0.876064	0.686610	86.000000	763.452134	0.000245	0.210859	0.008471	4.4	0.0	105.8
88	-0.857064	-0.884218	0.678854	87.000000	756.383133	0.000206	0.210571	0.008411	4.1	0.0	105.6
89	-0.846118	-0.872539	0.660525	88.000000	749.443838	0.000278	0.210216	0.008424	4.3	0.0	105.8
90	-0.854102	-0.880915	0.670319	89.000000	742.630712	0.000260	0.210871	0.008426	4.2	0.0	105.7
91	-0.861559	-0.887809	0.656241	90.000000	735.940345	0.000217	0.190439	0.007610	4.7	0.0	106.5
92	-0.856908	-0.875938	0.475745	91.000000	729.369449	0.000245	0.209086	0.008370	4.8	0.0	107.1
93	-0.839777	-0.872580	0.820068	92.000000	722.914853	0.000265	0.209735	0.008341	6.0	0.0	107.5
94	-0.859508	-0.877669	0.454005	93.000000	716.573494	0.000237	0.210730	0.008462	5.9	0.0	107.5
95	-0.846506	-0.879480	0.824352	94.000000	710.342420	0.000239	0.210765	0.008441	4.6	0.0	106.1
96	-0.858685	-0.876286	0.440027	95.000000	704.218779	0.000273	0.210922	0.008464	4.7	0.0	106.3
97	-0.849280	-0.881957	0.816932	96.000000	698.199815	0.000220	0.210917	0.008450	4.3	0.0	106.2
98	-0.861576	-0.878678	0.427543	97.000000	692.282867	0.000226	0.210881	0.008479	4.4	0.0	105.9
99	-0.847003	-0.879403	0.810021	98.000000	686.465364	0.000199	0.210882	0.008422	5.1	0.0	107.0
100	-0.859681	-0.876089	0.410194	99.000000	680.744820	0.000271	0.210788	0.008445	4.1	0.0	105.6
101	-0.850962	-0.883009	0.801174	100.000000	675.118829	0.000206	0.210790	0.008401	4.4	0.0	106.2
102	-0.861556	-0.877749	0.404841	101.000000	669.585068	0.000227	0.210814	0.008418	4.3	0.0	106.2
103	-0.851453	-0.882777	0.783109	102.000000	664.141287	0.000231	0.210799	0.008452	5.1	0.0	106.6
104	-0.863867	-0.879895	0.400689	103.000000	658.785309	0.000264	0.210864	0.008429	4.3	0.0	105.8
105	-0.848971	-0.879773	0.770062	104.000000	653.515027	0.000247	0.210869	0.008482	4.5	0.0	106.1
106	-0.862784	-0.878724	0.398493	105.000000	648.328400	0.000245	0.210915	0.008420	5.5	0.0	107.6
107	-0.852964	-0.883076	0.752809	106.000000	643.223452	0.000217	0.210906	0.008443	6.1	0.0	107.7
108	-0.859575	-0.875266	0.392292	107.000000	638.198268	0.000311	0.210929	0.008455	6.5	0.0	108.4
109	-0.851080	-0.880897	0.745420	108.000000	633.250995	0.000239	0.210920	0.008445	6.0	0.0	107.5
110	-0.865933	-0.881224	0.382276	109.000000	628.379833	0.000267	0.210932	0.008433	5.5	0.0	107.4
111	-0.850770	-0.880184	0.735332	110.000000	623.583041	0.000313	0.210938	0.008519	5.7	0.0	107.6
112	-0.863993	-0.879414	0.385531	111.000000	618.858927	0.000221	0.210614	0.008421	5.3	0.0	106.9
113	-0.852755	-0.881227	0.711785	112.000000	614.205852	0.000234	0.210612	0.008456	4.5	0.0	106.1
114	-0.865995	-0.881488	0.387305	113.000000	609.622226	0.000332	0.210937	0.008381	4.5	0.0	106.4
115	-0.848731	-0.876336	0.690142	114.000000	605.106506	0.000250	0.210935	0.008481	4.2	0.0	105.7
116	-0.870861	-0.886544	0.392071	115.000000	600.657194	0.000246	0.210935	0.008395	4.3	0.0	105.8
117	-0.853044	-0.879891	0.671168	116.000000	596.272835	0.000241	0.210934	0.008538	4.4	0.0	106.3
118	-0.862941	-0.879063	0.403058	117.000000	591.952017	0.000296	0.210626	0.008352	4.4	0.0	105.9
119	-0.851085	-0.876605	0.638001	118.000000	587.693369	0.000281	0.210609	0.008492	4.7	0.0	106.2
120	-0.863814	-0.880390	0.414387	119.000000	583.495560	0.000206	0.210942	0.008383	4.6	0.0	106.2
121	-0.848684	-0.873371	0.617190	120.000000	579.357293	0.000233	0.210943	0.008509	4.4	0.0	105.9
122	-0.864178	-0.881075	0.422430	121.000000	575.277312	0.000203	0.210944	0.008373	4.7	0.0	106.7
123	-0.857450	-0.881190	0.593511	122.000000	571.254394	0.000233	0.210936	0.008519	4.6	0.0	106.5
124	-0.866023	-0.883346	0.433086	123.000000	567.287350	0.000228	0.210860	0.008372	4.3	0.0	105.8
125	-0.858070	-0.880795	0.568125	124.000000	563.375023	0.000222	0.210853	0.008499	4.6	0.0	107.5
126	-0.864698	-0.882386	0.442206	125.000000	559.516290	0.000256	0.210938	0.008377	4.6	0.0	106.6
127	-0.860874	-0.882719	0.546123	126.000000	555.710057	0.000250	0.210937	0.008521	4.4	0.0	106.0
128	-0.860026	-0.878138	0.452821	127.000000	551.955259	0.000258	0.210905	0.008439	4.5	0.0	106.0
129	-0.860400	-0.881584	0.529603	128.000000	548.250861	0.000229	0.210894	0.008484	4.6	0.0	106.1
130	-0.858422	-0.876467	0.451123	129.000000	544.595856	0.000203	0.210933	0.008365	4.3	0.0	105.6
131	-0.861154	-0.881539	0.509610	130.000000	540.989261	0.000203	0.210929	0.008497	4.3	0.0	105.8
132	-0.862617	-0.881007	0.459752	131.000000	537.430121	0.000285	0.210929	0.008454	4.2	0.0	105.7
133	-0.864239	-0.884176	0.498428	132.000000	533.917505	0.000219	0.210890	0.008491	4.3	0.0	105.7
134	-0.862564	-0.880875	0.457792	133.000000	530.450509	0.000246	0.210563	0.008371	4.3	0.0	105.8
135	-0.864099	-0.883176	0.476909	134.000000	527.028247	0.000245	0.210551	0.008453	4.3	0.0	105.8
136	-0.855127	-0.873649	0.463043	135.000000	523.649861	0.000271	0.210936	0.008461	4.1	0.0	105.6
137	-0.863678	-0.882521	0.471076	136.000000	520.314512	0.000250	0.210936	0.008500	4.3	0.0	105.8
138	-0.859542	-0.878009	0.461696	137.000000	517.021382	0.000275	0.210928	0.008414	4.3	0.0	105.8
139	-0.857759	-0.875986	0.455665	138.000000	513.769675	0.000244	0.210918	0.008456	4.5	0.0	106.0
140	-0.864299	-0.882717	0.460448	139.000000	510.558615	0.000275	0.210918	0.008431	4.5	0.0	106.0
141	-0.859823	-0.877704	0.447039	140.000000	507.387443	0.000243	0.210920	0.008501	4.5	0.0	106.0
142	-0.862672	-0.881170	0.462453	141.000000	504.255422	0.000282	0.210893	0.008398	4.9	0.0	106.4
143	-0.863239	-0.880449	0.430252	142.000000	501.161830	0.000234	0.210895	0.008513	4.4	0.0	106.3
144	-0.856927	-0.875698	0.469293	143.000000	498.105965	0.000307	0.210931	0.008427	4.8	0.0	106.7
145	-0.860352	-0.876984	0.415808	144.000000	495.087141	0.000289	0.210901	0.008510	4.5	0.0	106.1
146	-0.862267	-0.881166	0.472459	145.000000	492.104689	0.000232	0.210927	0.008386	4.6	0.0	106.1
147	-0.869023	-0.885143	0.403000	146.000000	489.157954	0.000260	0.210907	0.008419	4.4	0.0	105.9
148	-0.866583	-0.885194	0.465259	147.000000	486.246300	0.000228	0.210916	0.008422	4.4	0.0	106.3
149	-0.861883	-0.877811	0.398209	148.000000	483.369103	0.000226	0.210913	0.008477	4.2	0.0	105.8
150	-0.863457	-0.882086	0.465729	149.000000	480.525755	0.000231	0.210907	0.008454	4.5	0.0	106.0
151	-0.861403	-0.877033	0.390755	150.000000	477.715663	0.000269	0.210909	0.008447	4.3	0.0	105.8
152	-0.863084	-0.881484	0.459985	151.000000	474.938246	0.000180	0.210917	0.008440	4.8	0.0	106.4
153	-0.859894	-0.875307	0.385319	152.000000	472.192938	0.000254	0.210917	0.008437	4.3	0.0	105.8
154	-0.863188	-0.881375	0.454692	153.000000	469.479186	0.000268	0.210914	0.008516	4.3	0.0	105.8
155	-0.861998	-0.877531	0.388327	154.000000	466.796448	0.000239	0.210915	0.008435	4.2	0.0	106.0
156	-0.863828	-0.881502	0.441859	155.000000	464.144195	0.000245	0.210913	0.008471	4.3	0.0	105.8
157	-0.869436	-0.884924	0.387198	156.000000	461.521912	0.000270	0.210915	0.008438	4.2	0.0	105.6
158	-0.857505	-0.874857	0.433800	157.000000	458.929092	0.000288	0.210920	0.008403	4.4	0.0	105.9
159	-0.863869	-0.879039	0.379245	158.000000	456.365242	0.000267	0.210900	0.008475	4.8	0.0	106.2
160	-0.860561	-0.878012	0.436252	159.000000	453.829880	0.000254	0.210922	0.008485	4.3	0.0	105.8
161	-0.867010	-0.882035	0.375626	160.000000	451.322532	0.000246	0.210924	0.008446	4.2	0.0	105.7
162	-0.865697	-0.882822	0.428121	161.000000	448.842738	0.000223	0.210911	0.008482	4.8	0.0	107.4
163	-0.861520	-0.876509	0.374730	162.000000	446.390046	0.000217	0.210923	0.008447	5.7	0.0	107.2
164	-0.862587	-0.879401	0.420334	163.000000	443.964013	0.000190	0.210930	0.008434	5.5	0.0	107.4
165	-0.871027	-0.885803	0.369397	164.000000	441.564207	0.000229	0.210946	0.008426	5.3	0.0	106.9
166	-0.869180	-0.885792	0.415288	165.000000	439.190206	0.000237	0.210938	0.008483	4.2	0.0	105.7
167	-0.867066	-0.882126	0.376501	166.000000	436.841595	0.000192	0.210937	0.008439	4.3	0.0	105.8
168	-0.862955	-0.878992	0.400932	167.000000	434.517970	0.000318	0.210942	0.008591	4.4	0.0	106.3
169	-0.863277	-0.878726	0.386227	168.000000	432.218933	0.000203	0.210950	0.008396	4.4	0.0	105.9
170	-0.860373	-0.875539	0.379167	169.000000	429.944097	0.000307	0.210954	0.008573	4.2	0.0	105.7
171	-0.870680	-0.886603	0.398086	170.000000	427.693080	0.000208	0.210952	0.008439	4.5	0.0	106.4
172	-0.868509	-0.883037	0.363201	171.000000	425.465512	0.000233	0.210957	0.008508	4.3	0.0	106.3
173	-0.866539	-0.882549	0.400241	172.000000	423.261028	0.000266	0.210958	0.008380	4.3	0.0	105.8
174	-0.864918	-0.878828	0.347762	173.000000	421.079270	0.000204	0.210948	0.008468	4.3	0.0	105.8
175	-0.864999	-0.881171	0.404312	174.000000	418.919889	0.000232	0.210952	0.008366	4.1	0.0	105.7
176	-0.858817	-0.872208	0.334772	175.000000	416.782543	0.000206	0.210940	0.008497	4.4	0.0	105.9
177	-0.869667	-0.886148	0.412039	176.000000	414.666895	0.000203	0.210943	0.008404	4.7	0.0	106.2
178	-0.866924	-0.879841	0.322931	177.000000	412.572618	0.000289	0.210941	0.008556	4.8	0.0	106.4
179	-0.865822	-0.882677	0.421370	178.000000	410.499389	0.000215	0.210939	0.008419	4.1	0.0	105.6
180	-0.863425	-0.875735	0.307749	179.000000	408.446892	0.000251	0.210924	0.008502	4.4	0.0	105.9
181	-0.862797	-0.879780	0.424572	180.000000	406.414818	0.000226	0.210934	0.008412	4.3	0.0	106.2
182	-0.871771	-0.883647	0.296913	181.000000	404.402863	0.000190	0.210886	0.008482	4.3	0.0	105.8
183	-0.862087	-0.879139	0.426285	182.000000	402.410731	0.000311	0.210892	0.008420	4.1	0.0	105.6
184	-0.870377	-0.881893	0.287898	183.000000	400.438129	0.000241	0.210944	0.008516	4.3	0.0	106.2
185	-0.863008	-0.880259	0.431295	184.000000	398.484772	0.000244	0.210945	0.008377	4.5	0.0	106.0
186	-0.864710	-0.875621	0.272752	185.000000	396.550380	0.000296	0.210948	0.008560	4.2	0.0	105.7
187	-0.860966	-0.878688	0.443049	186.000000	394.634678	0.000258	0.210954	0.008400	4.3	0.0	106.2
188	-0.871313	-0.881552	0.255969	187.000000	392.737396	0.000262	0.210951	0.008500	4.2	0.0	105.7
189	-0.866717	-0.884637	0.448006	188.000000	390.858270	0.000233	0.210954	0.008391	4.8	0.0	106.3
190	-0.869203	-0.878951	0.243677	189.000000	388.997040	0.000248	0.210947	0.008504	4.3	0.0	105.8
191	-0.860241	-0.878399	0.453957	190.000000	387.153452	0.000236	0.210954	0.008351	4.5	0.0	106.4
192	-0.861680	-0.870800	0.228002	191.000000	385.327256	0.000272	0.210952	0.008518	4.3	0.0	106.1
193	-0.857060	-0.875624	0.464107	192.000000	383.518208	0.000227	0.210949	0.008411	4.2	0.0	106.1
194	-0.870632	-0.879472	0.221004	193.000000	381.726067	0.000233	0.210959	0.008461	4.3	0.0	105.9
195	-0.860327	-0.878733	0.460156	194.000000	379.950597	0.000246	0.210961	0.008497	5.4	0.0	107.1
196	-0.871526	-0.880364	0.220951	195.000000	378.191566	0.000266	0.210952	0.008489	5.8	0.0	107.3
197	-0.860623	-0.878864	0.456032	196.000000	376.448748	0.000279	0.210960	0.008418	5.9	0.0	107.5
198	-0.870740	-0.879226	0.212154	197.000000	374.721919	0.000241	0.210955	0.008485	5.3	0.0	106.8
199	-0.862017	-0.880351	0.458351	198.000000	373.010860	0.000220	0.210956	0.008412	5.1	0.0	107.0
200	-0.873957	-0.882096	0.203479	199.000000	371.315356	0.000228	0.210936	0.008451	5.5	0.0	107.0
201	-0.860897	-0.879229	0.458282	200.000000	369.635196	0.000232	0.210961	0.008472	5.2	0.0	106.7
202	-0.879361	-0.887451	0.202250	201.000000	367.970173	0.000230	0.210939	0.008453	4.6	0.0	106.2
203	-0.861634	-0.879782	0.453686	202.000000	366.320082	0.000224	0.210953	0.008434	5.1	0.0	106.6
204	-0.873731	-0.881646	0.197877	203.000000	364.684725	0.000219	0.210945	0.008400	4.2	0.0	105.8
205	-0.863635	-0.881562	0.448195	204.000000	363.063904	0.000211	0.210959	0.008449	4.4	0.0	105.9
206	-0.868912	-0.876863	0.198787	205.000000	361.457426	0.000264	0.210915	0.008425	4.9	0.0	106.4
207	-0.857664	-0.875395	0.443290	206.000000	359.865103	0.000284	0.210954	0.008414	4.8	0.0	106.3
208	-0.869637	-0.877448	0.195271	207.000000	358.286747	0.000258	0.210896	0.008437	4.5	0.0	106.1
209	-0.864831	-0.882515	0.442110	208.000000	356.722176	0.000212	0.210950	0.008474	4.8	0.0	106.3
210	-0.871786	-0.879605	0.195465	209.000000	355.171210	0.000192	0.210879	0.008422	4.1	0.0	105.7
211	-0.862684	-0.880101	0.435437	210.000000	353.633672	0.000214	0.210950	0.008481	4.9	0.0	106.4
212	-0.868837	-0.876720	0.197076	211.000000	352.109389	0.000243	0.210947	0.008469	4.7	0.0	106.2
213	-0.862690	-0.879961	0.431760	212.000000	350.598190	0.000217	0.210955	0.008442	4.7	0.0	106.2
214	-0.879066	-0.886776	0.192739	213.000000	349.099907	0.000295	0.210749	0.008402	4.2	0.0	105.8
215	-0.864208	-0.881237	0.425745	214.000000	347.614376	0.000240	0.210944	0.008459	4.3	0.0	105.8
216	-0.869779	-0.877558	0.194480	215.000000	346.141434	0.000288	0.210780	0.008448	4.2	0.0	105.8
217	-0.863636	-0.880519	0.422078	216.000000	344.680921	0.000200	0.210944	0.008466	4.4	0.0	106.3
218	-0.870916	-0.878652	0.193380	217.000000	343.232682	0.000220	0.210895	0.008385	4.1	0.0	105.7
219	-0.865248	-0.881792	0.413585	218.000000	341.796562	0.000198	0.210941	0.008462	4.7	0.0	106.6
220	-0.865441	-0.873313	0.196805	219.000000	340.372410	0.000306	0.210739	0.008410	4.3	0.0	106.3
221	-0.872341	-0.888619	0.406961	220.000000	338.960076	0.000251	0.210964	0.008489	4.8	0.0	106.4
222	-0.878962	-0.887133	0.204273	221.000000	337.559415	0.000273	0.210456	0.008304	4.7	0.0	106.3
223	-0.864936	-0.880409	0.386829	222.000000	336.170281	0.000212	0.210937	0.008494	4.4	0.0	105.9
224	-0.870373	-0.878997	0.215605	223.000000	334.792534	0.000220	0.210628	0.008361	4.2	0.0	106.1
225	-0.868798	-0.883790	0.374799	224.000000	333.426034	0.000222	0.210942	0.008533	4.2	0.0	106.1
226	-0.876278	-0.885289	0.225263	225.000000	332.070644	0.000217	0.210940	0.008397	4.5	0.0	106.4
227	-0.865383	-0.879893	0.362764	226.000000	330.726228	0.000241	0.210941	0.008521	4.1	0.0	105.7
228	-0.873187	-0.882447	0.231513	227.000000	329.392655	0.000172	0.210934	0.008385	4.3	0.0	105.9
229	-0.865974	-0.880015	0.351029	228.000000	328.069793	0.000237	0.210940	0.008520	4.5	0.0	106.5
230	-0.869261	-0.878797	0.238418	229.000000	326.757513	0.000305	0.210940	0.008398	5.5	0.0	107.1
231	-0.868932	-0.882539	0.340191	230.000000	325.455691	0.000248	0.210931	0.008480	5.9	0.0	107.4
232	-0.868157	-0.877831	0.241853	231.000000	324.164200	0.000272	0.210939	0.008372	5.2	0.0	106.8
233	-0.867206	-0.880423	0.330436	232.000000	322.882918	0.000240	0.210945	0.008543	4.6	0.0	106.1
234	-0.873321	-0.883374	0.251315	233.000000	321.611726	0.000265	0.210932	0.008398	4.1	0.0	105.5
235	-0.870117	-0.883051	0.323349	234.000000	320.350503	0.000253	0.210942	0.008466	4.2	0.0	105.7
236	-0.875669	-0.885611	0.248555	235.000000	319.099134	0.000274	0.210946	0.008402	4.4	0.0	105.9
237	-0.869119	-0.881790	0.316778	236.000000	317.857503	0.000191	0.210947	0.008463	4.7	0.0	106.3
238	-0.876373	-0.886394	0.250537	237.000000	316.625497	0.000233	0.210951	0.008431	4.3	0.0	105.9
239	-0.860363	-0.872858	0.312387	238.000000	315.403005	0.000265	0.210950	0.008449	4.7	0.0	106.2
240	-0.870546	-0.880528	0.249559	239.000000	314.189917	0.000259	0.210924	0.008423	4.5	0.0	106.0
241	-0.871293	-0.883633	0.308498	240.000000	312.986124	0.000227	0.210954	0.008486	4.3	0.0	106.2
242	-0.870113	-0.880179	0.251661	241.000000	311.791520	0.000227	0.210928	0.008440	4.3	0.0	105.8
243	-0.873953	-0.886087	0.303353	242.000000	310.606001	0.000226	0.210948	0.008479	4.2	0.0	105.7
244	-0.877166	-0.887250	0.252092	243.000000	309.429463	0.000222	0.210914	0.008422	4.2	0.0	105.7
