1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
0	-0.475353	-0.591769	11.641596	0.000000	4192.144685	0.074947	27.104756	0.001349	4.4	0.0	3175.7
1	-0.485276	-0.619658	13.438178	0.000000	4192.144685	0.198070	6.488730	0.003565	4.6	0.0	105.0
2	-0.495579	-0.634763	13.918401	1.000000	4001.592654	0.253746	2.976668	0.005547	4.3	0.0	104.7
3	-0.442183	-0.616259	17.407669	2.000000	3827.610365	0.319774	7.659225	0.005885	4.2	0.0	104.7
4	-0.461371	-0.604363	14.299177	3.000000	3668.126600	0.126550	24.826434	0.006012	4.1	0.0	104.6
5	-0.477512	-0.648799	17.128720	4.000000	3521.401536	0.142824	14.688479	0.006923	4.6	0.0	105.0
6	-0.415506	-0.579384	16.387829	5.000000	3385.963015	0.155129	11.675717	0.008009	4.3	0.0	104.7
7	-0.453916	-0.643043	18.912673	6.000000	3260.556977	0.183050	5.362633	0.008144	4.4	0.0	104.9
8	-0.429000	-0.605795	17.679507	7.000000	3144.108514	0.426621	5.881932	0.009044	4.1	0.0	104.5
9	-0.439134	-0.620800	18.166623	8.000000	3035.690979	0.217492	91.175006	0.007710	4.5	0.0	105.0
10	-0.452574	-0.597277	14.470273	9.000000	2934.501280	0.354092	148.563717	0.005764	5.0	0.0	105.5
11	-0.483444	-0.622479	13.903474	10.000000	2839.839948	0.207678	105.560724	0.005982	5.8	0.0	106.2
12	-0.485397	-0.632224	14.682736	11.000000	2751.094950	0.167810	120.116417	0.005225	4.6	0.0	105.1
13	-0.487091	-0.614336	12.724532	12.000000	2667.728436	0.254382	117.067235	0.005546	4.3	0.0	104.8
14	-0.478689	-0.634494	15.580553	13.000000	2589.265835	0.140616	68.071592	0.005895	4.5	0.0	104.9
15	-0.506905	-0.633449	12.654441	14.000000	2515.286811	0.215874	47.054177	0.004814	4.7	0.0	105.3
16	-0.459973	-0.600561	14.058769	15.000000	2445.417733	0.799234	20.684770	0.004385	4.3	0.0	104.7
17	-0.507625	-0.630009	12.238456	16.000000	2379.325362	0.305291	21.789052	0.004228	4.5	0.0	105.0
18	-0.473568	-0.610875	13.730730	17.000000	2316.711537	0.234251	25.919570	0.005043	4.2	0.0	104.7
19	-0.502877	-0.629069	12.619209	18.000000	2257.308677	0.424164	16.141515	0.006040	4.3	0.0	104.8
20	-0.497143	-0.651955	15.481136	19.000000	2200.875960	0.337538	30.332211	0.005989	4.3	0.0	104.7
21	-0.456895	-0.579975	12.308024	20.000000	2147.196058	0.168176	131.533244	0.003775	4.3	0.0	104.7
22	-0.472922	-0.599883	12.696080	21.000000	2096.072343	0.039428	12.975168	0.003047	4.1	0.0	104.6
23	-0.488181	-0.605537	11.735577	22.000000	2047.326474	0.158347	79.467286	0.003122	4.3	0.0	104.7
24	-0.444816	-0.572898	12.808283	23.000000	2000.796327	0.433048	9.033128	0.004029	4.4	0.0	104.8
25	-0.467043	-0.587810	12.076704	24.000000	1956.334186	0.042683	10.494392	0.005099	4.6	0.0	105.4
26	-0.523434	-0.660771	13.733643	25.000000	1913.805182	0.272797	9.590718	0.006084	5.9	0.0	106.4
27	-0.477810	-0.603563	12.575307	26.000000	1873.085923	0.026148	36.692231	0.005766	5.0	0.0	105.5
28	-0.523553	-0.657379	13.382586	27.000000	1834.063300	0.232261	6.631663	0.003743	4.5	0.0	105.1
29	-0.497023	-0.614498	11.747532	28.000000	1796.633437	0.025024	10.348681	0.001955	5.2	0.0	105.7
30	-0.515786	-0.635301	11.951522	29.000000	1760.700768	0.206302	23.322966	0.002393	5.3	0.0	105.7
31	-0.521397	-0.639224	11.782718	30.000000	1726.177223	0.102122	42.046893	0.002858	5.1	0.0	105.7
32	-0.514708	-0.636818	12.211023	31.000000	1692.981507	0.009416	11.580239	0.002618	5.1	0.0	105.6
33	-0.494676	-0.612076	11.739945	32.000000	1661.038460	0.152834	11.441343	0.002918	4.5	0.0	105.0
34	-0.489701	-0.613014	12.331295	33.000000	1630.278489	0.410970	13.406688	0.001956	4.2	0.0	104.6
35	-0.540342	-0.656209	11.586682	34.000000	1600.637062	0.033329	30.047976	0.001227	4.4	0.0	104.9
36	-0.482490	-0.601405	11.891506	35.000000	1572.054257	0.529033	13.039361	0.001507	4.3	0.0	104.8
