1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
55	-0.737731	-0.848930	2.779994	51.954487	2133.066619	0.000781	0.198549	0.008014	4.4	0.0	106.4
56	-0.835057	-0.859639	0.614546	52.954487	2104.223655	0.000614	0.198523	0.007920	4.6	0.0	107.4
57	-0.739020	-0.846406	2.684649	53.954487	2076.150303	0.000732	0.198543	0.007995	4.3	0.0	106.3
58	-0.836508	-0.860514	0.600164	54.954487	2048.816167	0.000588	0.198543	0.007962	4.9	0.0	107.6
59	-0.755565	-0.860770	2.630131	55.954487	2022.192428	0.000549	0.198543	0.008012	4.8	0.0	106.9
60	-0.830592	-0.854268	0.591906	56.954487	1996.251748	0.001156	0.198540	0.008022	4.5	0.0	106.5
61	-0.750824	-0.853040	2.555395	57.954487	1970.968172	0.000987	0.198534	0.008041	4.4	0.0	106.4
62	-0.838126	-0.861171	0.576133	58.954487	1946.317046	0.000686	0.198506	0.007955	4.4	0.0	106.4
63	-0.758764	-0.858204	2.486017	59.954487	1922.274931	0.000633	0.198513	0.007949	4.4	0.0	106.4
64	-0.837013	-0.859287	0.556865	60.954487	1898.819535	0.000849	0.198528	0.007914	4.9	0.0	107.7
65	-0.756382	-0.852810	2.410703	61.954487	1875.929640	0.001096	0.198538	0.008048	4.5	0.0	106.5
66	-0.824975	-0.847748	0.569326	62.954487	1853.585037	0.000741	0.198547	0.007932	4.7	0.0	107.5
67	-0.763616	-0.857127	2.337768	63.954487	1831.766472	0.001042	0.198549	0.008118	4.6	0.0	106.6
68	-0.839494	-0.863457	0.599080	64.954487	1810.455583	0.000614	0.198540	0.007936	4.5	0.0	107.3
69	-0.762950	-0.852769	2.245472	65.954487	1789.634857	0.000997	0.198534	0.008114	4.7	0.0	106.7
70	-0.833675	-0.858434	0.618963	66.954487	1769.287574	0.000823	0.198538	0.007834	5.0	0.0	107.8
71	-0.773562	-0.858341	2.119494	67.954487	1749.397767	0.000977	0.198545	0.008001	4.7	0.0	106.7
72	-0.831790	-0.857590	0.644987	68.954487	1729.950179	0.000784	0.198475	0.007942	5.3	0.0	107.4
73	-0.767181	-0.849961	2.069499	69.954487	1710.930225	0.000749	0.198467	0.008040	4.6	0.0	106.6
74	-0.825541	-0.851882	0.658528	70.954487	1692.323953	0.000696	0.198324	0.007935	5.1	0.0	107.1
75	-0.775654	-0.855532	1.996931	71.954487	1674.118011	0.000832	0.198525	0.008127	4.5	0.0	106.5
76	-0.834505	-0.862686	0.704521	72.954487	1656.299618	0.000748	0.194943	0.007849	4.4	0.0	107.2
77	-0.779412	-0.852967	1.838878	73.954487	1638.856528	0.000866	0.198370	0.008032	4.4	0.0	107.1
78	-0.823010	-0.853501	0.762268	74.954487	1621.777009	0.000786	0.198535	0.007998	5.3	0.0	107.4
79	-0.784909	-0.856950	1.801035	75.954487	1605.049810	0.000680	0.198508	0.007951	4.3	0.0	106.4
80	-0.820894	-0.849897	0.725084	76.954487	1588.664141	0.000787	0.198488	0.007993	4.9	0.0	107.6
81	-0.789052	-0.860468	1.785422	77.954487	1572.609647	0.000958	0.198548	0.008030	4.4	0.0	106.4
82	-0.831198	-0.859696	0.712454	78.954487	1556.876390	0.000945	0.198540	0.008057	4.5	0.0	106.5
83	-0.784891	-0.855394	1.762556	79.954487	1541.454823	0.000819	0.198061	0.007969	4.5	0.0	106.6
84	-0.825562	-0.852108	0.663649	80.954487	1526.335775	0.000891	0.198548	0.008062	4.4	0.0	106.4
85	-0.776279	-0.847681	1.785058	81.954487	1511.510430	0.001045	0.197834	0.007943	4.7	0.0	106.6
86	-0.830399	-0.854690	0.607273	82.954487	1496.970313	0.000598	0.198140	0.007951	4.4	0.0	106.4
87	-0.780973	-0.850848	1.746897	83.954487	1482.707270	0.001047	0.198398	0.007938	4.8	0.0	106.8
88	-0.832932	-0.856753	0.595523	84.954487	1468.713457	0.000928	0.198488	0.008107	5.0	0.0	107.8
89	-0.795240	-0.865379	1.753474	85.954487	1454.981322	0.000810	0.198527	0.007930	4.4	0.0	106.5
90	-0.836770	-0.857811	0.526007	86.954487	1441.503593	0.000782	0.198489	0.008012	4.5	0.0	106.5
91	-0.783690	-0.853924	1.755843	87.954487	1428.273265	0.000759	0.198512	0.007978	4.8	0.0	107.5
92	-0.837145	-0.857479	0.508340	88.954487	1415.283588	0.000719	0.198547	0.008017	4.6	0.0	106.7
93	-0.776132	-0.845573	1.736027	89.954487	1402.528055	0.000793	0.198549	0.008136	4.9	0.0	107.6
94	-0.828124	-0.848942	0.520448	90.954487	1390.000393	0.000978	0.198474	0.007935	4.4	0.0	106.5
95	-0.786500	-0.852606	1.652644	91.954487	1377.694548	0.001218	0.198517	0.008097	4.4	0.0	106.4
96	-0.842495	-0.864127	0.540808	92.954487	1365.604681	0.000751	0.198460	0.007954	4.5	0.0	106.5
97	-0.794174	-0.858394	1.605487	93.954487	1353.725156	0.000710	0.198494	0.007953	5.0	0.0	107.0
98	-0.830664	-0.852187	0.538068	94.954487	1342.050531	0.001010	0.198541	0.008068	4.4	0.0	107.1
99	-0.789672	-0.853473	1.595034	95.954487	1330.575550	0.000912	0.198541	0.008002	4.3	0.0	106.4
100	-0.841724	-0.862189	0.511627	96.954487	1319.295135	0.001033	0.197630	0.007818	4.4	0.0	106.4
101	-0.804371	-0.864835	1.511610	97.954487	1308.204380	0.000680	0.197960	0.007996	4.4	0.0	106.4
102	-0.829685	-0.851908	0.555585	98.954487	1297.298540	0.000578	0.198410	0.007945	4.4	0.0	106.4
103	-0.794207	-0.853576	1.484238	99.954487	1286.573031	0.000977	0.198428	0.007908	4.7	0.0	107.4
104	-0.832401	-0.853434	0.525839	100.954487	1276.023414	0.001130	0.198445	0.008098	4.5	0.0	107.2
105	-0.802041	-0.862253	1.505321	101.954487	1265.645400	0.000854	0.198492	0.008053	4.4	0.0	106.4
106	-0.839820	-0.860710	0.522266	102.954487	1255.434835	0.000724	0.198546	0.007971	4.4	0.0	106.5
107	-0.792690	-0.850953	1.456578	103.954487	1245.387698	0.000897	0.198545	0.007889	4.3	0.0	106.3
108	-0.837532	-0.859080	0.538696	104.954487	1235.500097	0.000876	0.198538	0.008084	4.5	0.0	106.5
109	-0.797794	-0.855110	1.432911	105.954487	1225.768262	0.000852	0.198542	0.007974	4.4	0.0	106.4
110	-0.836407	-0.856458	0.501288	106.954487	1216.188541	0.000761	0.198188	0.007989	4.3	0.0	107.1
111	-0.802578	-0.859222	1.416098	107.954487	1206.757396	0.000776	0.198249	0.008053	4.4	0.0	107.1
112	-0.837793	-0.858305	0.512808	108.954487	1197.471395	0.000701	0.198266	0.007947	4.6	0.0	107.5
113	-0.796970	-0.851691	1.368023	109.954487	1188.327215	0.001346	0.198379	0.008067	4.5	0.0	107.3
114	-0.836917	-0.857461	0.513608	110.954487	1179.321631	0.000753	0.198284	0.007863	4.7	0.0	106.8
115	-0.804761	-0.857450	1.317212	111.954487	1170.451516	0.000849	0.198347	0.008012	5.2	0.0	107.6
116	-0.830295	-0.851783	0.537216	112.954487	1161.713836	0.000724	0.198548	0.007924	4.9	0.0	108.2
117	-0.805340	-0.856659	1.282974	113.954487	1153.105646	0.000811	0.198548	0.007952	4.9	0.0	107.4
118	-0.830619	-0.852284	0.541643	114.954487	1144.624089	0.000726	0.198547	0.008021	5.6	0.0	108.6
119	-0.817486	-0.868460	1.274354	115.954487	1136.266393	0.000639	0.198548	0.007954	6.2	0.0	108.3
120	-0.833224	-0.853843	0.515471	116.954487	1128.029862	0.000768	0.198166	0.007955	6.7	0.0	108.7
121	-0.804909	-0.855130	1.255525	117.954487	1119.911881	0.000693	0.198297	0.007968	6.6	0.1	108.6
122	-0.840159	-0.861193	0.525858	118.954487	1111.909909	0.000845	0.198152	0.007966	5.6	0.0	107.7
123	-0.807896	-0.856674	1.219449	119.954487	1104.021477	0.000654	0.198180	0.007899	6.0	0.0	108.0
124	-0.836926	-0.857173	0.506188	120.954487	1096.244185	0.001019	0.198548	0.008013	5.8	0.0	107.8
125	-0.805785	-0.854743	1.223952	121.954487	1088.575701	0.000737	0.198543	0.007999	6.2	0.0	108.3
126	-0.834838	-0.854803	0.499125	122.954487	1081.013757	0.000707	0.198409	0.007975	4.7	0.0	107.4
127	-0.811218	-0.859413	1.204868	123.954487	1073.556149	0.000693	0.198414	0.008049	4.7	0.0	107.4
128	-0.834052	-0.854375	0.508068	124.954487	1066.200732	0.000854	0.198538	0.007912	4.5	0.0	106.5
129	-0.814043	-0.860341	1.157444	125.954487	1058.945419	0.000714	0.198542	0.007901	4.5	0.0	106.6
130	-0.831096	-0.852709	0.540326	126.954487	1051.788182	0.000898	0.198549	0.008154	4.7	0.0	106.7
131	-0.813142	-0.859321	1.154474	127.954487	1044.727044	0.000834	0.198546	0.008030	4.5	0.0	106.5
132	-0.841890	-0.861992	0.502543	128.954487	1037.760083	0.001009	0.198548	0.007985	4.8	0.0	106.9
133	-0.815372	-0.860584	1.130293	129.954487	1030.885428	0.000709	0.198544	0.008011	4.7	0.0	106.7
134	-0.841051	-0.861225	0.504347	130.954487	1024.101255	0.000859	0.198543	0.007995	4.5	0.0	106.5
135	-0.806603	-0.851099	1.112390	131.954487	1017.405791	0.000662	0.198539	0.008014	4.9	0.0	107.7
136	-0.834681	-0.854736	0.501374	132.954487	1010.797307	0.000753	0.198547	0.007901	4.4	0.0	106.5
137	-0.822192	-0.865331	1.078475	133.954487	1004.274119	0.000709	0.198549	0.008000	4.6	0.0	106.5
138	-0.835641	-0.856336	0.517370	134.954487	997.834585	0.000704	0.198546	0.008061	4.6	0.0	106.7
139	-0.806245	-0.849220	1.074374	135.954487	991.477108	0.000892	0.198547	0.008050	4.7	0.0	106.8
140	-0.831857	-0.851939	0.502061	136.954487	985.200128	0.000903	0.198532	0.007920	4.5	0.0	106.6
141	-0.812518	-0.854018	1.037491	137.954487	979.002127	0.000835	0.198543	0.007906	4.4	0.0	106.4
142	-0.832079	-0.851958	0.496972	138.954487	972.881623	0.000930	0.198537	0.007990	4.5	0.0	106.5
143	-0.821187	-0.862626	1.035966	139.954487	966.837171	0.000666	0.198528	0.007988	4.5	0.0	107.3
144	-0.841862	-0.861694	0.495805	140.954487	960.867363	0.001008	0.198521	0.007968	4.7	0.0	106.7
145	-0.815916	-0.856437	1.013014	141.954487	954.970825	0.000789	0.198533	0.008095	4.4	0.0	106.4
146	-0.840501	-0.861127	0.515632	142.954487	949.146216	0.000599	0.198478	0.007985	4.4	0.0	106.5
147	-0.808762	-0.848156	0.984850	143.954487	943.392227	0.000681	0.198500	0.008028	4.8	0.0	107.4
148	-0.837677	-0.858314	0.515920	144.954487	937.707583	0.000766	0.198270	0.007949	4.7	0.0	107.4
149	-0.817115	-0.855421	0.957642	145.954487	932.091037	0.000846	0.198318	0.008001	4.4	0.0	106.5
150	-0.839562	-0.860568	0.525156	146.954487	926.541372	0.000738	0.197849	0.008022	4.5	0.0	106.6
151	-0.824896	-0.862496	0.939991	147.954487	921.057402	0.000771	0.197955	0.007953	4.4	0.0	106.4
152	-0.843499	-0.863805	0.507658	148.954487	915.637967	0.001030	0.198547	0.007999	4.9	0.0	107.0
153	-0.814386	-0.851852	0.936660	149.954487	910.281933	0.000726	0.198549	0.008032	4.4	0.0	106.4
154	-0.827215	-0.847619	0.510092	150.954487	904.988195	0.000762	0.198544	0.008024	4.7	0.0	107.4
155	-0.825662	-0.862795	0.928316	151.954487	899.755673	0.000792	0.198544	0.008025	4.5	0.0	106.5
156	-0.835967	-0.856152	0.504626	152.954487	894.583311	0.000661	0.198273	0.007950	4.5	0.0	106.5
157	-0.815415	-0.851457	0.901051	153.954487	889.470076	0.001135	0.198352	0.008052	4.5	0.0	106.5
158	-0.835072	-0.855320	0.506208	154.954487	884.414962	0.000910	0.198518	0.007978	4.7	0.0	106.7
159	-0.816467	-0.852198	0.893289	155.954487	879.416982	0.000739	0.198524	0.007906	4.5	0.0	106.5
160	-0.839178	-0.858796	0.490444	156.954487	874.475173	0.000725	0.194989	0.007850	4.6	0.0	106.6
161	-0.821757	-0.855600	0.846076	157.954487	869.588595	0.000865	0.194996	0.007764	4.4	0.0	106.4
162	-0.838806	-0.857320	0.462855	158.954487	864.756325	0.001138	0.195459	0.007984	5.3	0.0	107.4
163	-0.816154	-0.851092	0.873435	159.954487	859.977464	0.000766	0.195587	0.007950	4.7	0.0	106.7
164	-0.840007	-0.858482	0.461880	160.954487	855.251131	0.000796	0.197266	0.007918	4.6	0.0	106.6
165	-0.819659	-0.854499	0.870995	161.954487	850.576465	0.000806	0.197482	0.007939	4.7	0.0	106.7
166	-0.839087	-0.857538	0.461265	162.954487	845.952623	0.000934	0.198503	0.008037	4.8	0.0	106.8
167	-0.815292	-0.850519	0.880682	163.954487	841.378781	0.000934	0.198515	0.007953	4.5	0.0	107.2
168	-0.839002	-0.856775	0.444345	164.954487	836.854132	0.000964	0.197536	0.007974	4.5	0.0	107.2
169	-0.822384	-0.856995	0.865283	165.954487	832.377887	0.000824	0.197705	0.007996	4.4	0.0	106.4
170	-0.836239	-0.854178	0.448469	166.954487	827.949273	0.000970	0.198547	0.007998	4.8	0.0	106.8
171	-0.822459	-0.856730	0.856798	167.954487	823.567534	0.000949	0.198545	0.008017	4.8	0.0	107.5
172	-0.842643	-0.860460	0.445410	168.954487	819.231929	0.000861	0.198530	0.008171	4.7	0.0	106.8
173	-0.816938	-0.852045	0.877689	169.954487	814.941735	0.000788	0.198533	0.007977	4.4	0.0	106.5
174	-0.837215	-0.853664	0.411242	170.954487	810.696240	0.000871	0.197320	0.007901	4.5	0.0	106.5
175	-0.805150	-0.838986	0.845902	171.954487	806.494751	0.001007	0.197489	0.007919	4.9	0.0	107.6
176	-0.840529	-0.857074	0.413606	172.954487	802.336586	0.000921	0.198549	0.007984	4.6	0.0	107.2
177	-0.822678	-0.856673	0.849880	173.954487	798.221079	0.000827	0.198549	0.007974	4.9	0.0	107.6
178	-0.835055	-0.851359	0.407600	174.954487	794.147576	0.000994	0.198549	0.007846	4.6	0.0	107.4
179	-0.823978	-0.856802	0.820613	175.954487	790.115439	0.000825	0.198548	0.008177	4.4	0.0	106.5
180	-0.845257	-0.863535	0.456951	176.954487	786.124039	0.000589	0.198495	0.007846	4.7	0.0	107.5
181	-0.828929	-0.859533	0.765106	177.954487	782.172763	0.000745	0.198485	0.008028	4.6	0.0	107.3
182	-0.843417	-0.862500	0.477084	178.954487	778.261009	0.000820	0.198525	0.007801	4.8	0.0	106.9
183	-0.827509	-0.856515	0.725160	179.954487	774.388187	0.000680	0.198536	0.007920	4.4	0.0	106.4
184	-0.845144	-0.864711	0.489160	180.954487	770.553718	0.000698	0.198527	0.007893	4.5	0.0	106.5
185	-0.822003	-0.850638	0.715875	181.954487	766.757036	0.000956	0.198526	0.007904	4.6	0.0	106.6
186	-0.842860	-0.862010	0.478754	182.954487	762.997584	0.000898	0.198510	0.007905	4.5	0.0	106.5
187	-0.833383	-0.862133	0.718751	183.954487	759.274818	0.000811	0.198536	0.007996	4.5	0.0	106.5
188	-0.838330	-0.857558	0.480704	184.954487	755.588204	0.000835	0.198544	0.008048	4.4	0.0	106.4
189	-0.821023	-0.849842	0.720478	185.954487	751.937216	0.000919	0.198547	0.008052	4.5	0.0	107.2
190	-0.842357	-0.861319	0.474028	186.954487	748.321342	0.001125	0.198523	0.008071	4.3	0.0	106.3
191	-0.833412	-0.862231	0.720476	187.954487	744.740078	0.000738	0.198532	0.007965	4.5	0.0	107.2
192	-0.836438	-0.854587	0.453733	188.954487	741.192928	0.000801	0.198483	0.007919	4.4	0.0	106.5
193	-0.837625	-0.865899	0.706851	189.954487	737.679407	0.001163	0.198524	0.007993	4.5	0.0	107.2
194	-0.834731	-0.852789	0.451465	190.954487	734.199040	0.000823	0.198476	0.007958	4.4	0.0	106.4
195	-0.828298	-0.856467	0.704238	191.954487	730.751359	0.000659	0.198514	0.007944	4.5	0.0	106.6
196	-0.839116	-0.856894	0.444453	192.954487	727.335907	0.000846	0.198517	0.008083	4.6	0.0	106.7
197	-0.824109	-0.852765	0.716410	193.954487	723.952233	0.000831	0.198528	0.008076	4.8	0.0	107.6
198	-0.846603	-0.864135	0.438304	194.954487	720.599896	0.000735	0.198548	0.008032	4.4	0.0	106.4
199	-0.825032	-0.853361	0.708225	195.954487	717.278463	0.000961	0.198546	0.007851	4.4	0.0	106.5
200	-0.832576	-0.848755	0.404478	196.954487	713.987507	0.000697	0.198336	0.008020	4.4	0.0	106.4
201	-0.823163	-0.852245	0.727065	197.954487	710.726613	0.001070	0.198386	0.008043	4.7	0.0	106.7
202	-0.829846	-0.845838	0.399793	198.954487	707.495369	0.001218	0.197466	0.008000	4.5	0.0	106.4
203	-0.829793	-0.858017	0.705602	199.954487	704.293373	0.000614	0.197653	0.007953	4.5	0.0	106.6
204	-0.839428	-0.855644	0.405403	200.954487	701.120230	0.000913	0.198465	0.008030	4.4	0.0	106.4
205	-0.833895	-0.862148	0.706335	201.954487	697.975551	0.000924	0.198480	0.008166	4.6	0.0	107.3
206	-0.836931	-0.853714	0.419558	202.954487	694.858955	0.000814	0.197475	0.007887	4.5	0.0	106.5
207	-0.830061	-0.856391	0.658244	203.954487	691.770068	0.000767	0.197874	0.007988	4.9	0.0	106.9
208	-0.838157	-0.855385	0.430695	204.954487	688.708522	0.000671	0.198254	0.007928	4.3	0.0	106.3
209	-0.828937	-0.854880	0.648592	205.954487	685.673956	0.000773	0.198398	0.008117	4.4	0.0	106.4
210	-0.841224	-0.859289	0.451636	206.954487	682.666013	0.000905	0.198548	0.007787	5.2	0.0	107.2
211	-0.834160	-0.858078	0.597967	207.954487	679.684346	0.000746	0.198547	0.007930	4.5	0.0	106.5
212	-0.835531	-0.854232	0.467519	208.954487	676.728612	0.000988	0.198545	0.007973	4.3	0.0	106.4
213	-0.836551	-0.860387	0.595895	209.954487	673.798474	0.000758	0.198526	0.008014	4.5	0.0	106.9
214	-0.850915	-0.869774	0.471488	210.954487	670.893600	0.000580	0.198518	0.007925	4.9	0.0	107.4
215	-0.834540	-0.857791	0.581263	211.954487	668.013666	0.000751	0.198540	0.007962	6.6	0.0	109.9
216	-0.832377	-0.851182	0.470124	212.954487	665.158351	0.000685	0.198549	0.007845	6.6	0.0	108.6
217	-0.834854	-0.857362	0.562692	213.954487	662.327342	0.000758	0.198466	0.008028	6.8	0.0	109.5
218	-0.844555	-0.864101	0.488637	214.954487	659.520329	0.000616	0.198549	0.007957	6.5	0.0	108.5
219	-0.833037	-0.855088	0.551254	215.954487	656.737008	0.000875	0.198406	0.007954	6.4	0.0	108.5
220	-0.840642	-0.859834	0.479789	216.954487	653.977081	0.000734	0.198545	0.008075	5.6	0.0	107.6
221	-0.832487	-0.855090	0.565065	217.954487	651.240254	0.000747	0.198549	0.007946	5.8	0.0	108.6
222	-0.838729	-0.857059	0.458240	218.954487	648.526239	0.000660	0.198491	0.008015	5.7	0.0	107.8
223	-0.835583	-0.858408	0.570619	219.954487	645.834750	0.000726	0.198315	0.007972	5.8	0.0	107.8
224	-0.843755	-0.861647	0.447307	220.954487	643.165509	0.000790	0.198536	0.008017	4.7	0.1	106.8
225	-0.829917	-0.852822	0.572628	221.954487	640.518242	0.000905	0.198312	0.008038	4.5	0.0	106.6
226	-0.843699	-0.861434	0.443371	222.954487	637.892677	0.000793	0.198544	0.008006	4.5	0.0	106.5
227	-0.840614	-0.863412	0.569947	223.954487	635.288550	0.000662	0.196092	0.007881	4.8	0.0	107.6
228	-0.839777	-0.856550	0.419328	224.954487	632.705598	0.000726	0.198545	0.008122	4.8	0.0	106.8
229	-0.830915	-0.854826	0.597773	225.954487	630.143565	0.000981	0.198469	0.007971	4.8	0.0	106.9
230	-0.841037	-0.856810	0.394314	226.954487	627.602197	0.000606	0.198221	0.007912	4.3	0.0	106.3
231	-0.834170	-0.857675	0.587626	227.954487	625.081246	0.000857	0.198417	0.008009	4.5	0.0	106.5
232	-0.836129	-0.852218	0.402224	228.954487	622.580465	0.000713	0.198477	0.007921	4.8	0.0	107.5
233	-0.830384	-0.853298	0.572852	229.954487	620.099615	0.000837	0.198524	0.007976	4.9	0.0	106.9
234	-0.848636	-0.864824	0.404698	230.954487	617.638458	0.000901	0.198515	0.008019	4.6	0.0	106.7
235	-0.836979	-0.859914	0.573367	231.954487	615.196760	0.000727	0.198539	0.007915	4.7	0.0	106.8
236	-0.846249	-0.861843	0.389836	232.954487	612.774292	0.000692	0.198547	0.008059	4.4	0.0	106.4
237	-0.819746	-0.843236	0.587251	233.954487	610.370826	0.001017	0.198545	0.008077	4.5	0.0	106.5
238	-0.841213	-0.856580	0.384176	234.954487	607.986141	0.000811	0.198548	0.008016	4.6	0.0	107.3
239	-0.836039	-0.859183	0.578618	235.954487	605.620017	0.000870	0.198549	0.007864	5.0	0.0	107.0
240	-0.832744	-0.847213	0.361729	236.954487	603.272239	0.001175	0.198525	0.008072	4.8	0.0	107.5
241	-0.835437	-0.859324	0.597168	237.954487	600.942593	0.001032	0.198546	0.008017	4.8	0.0	107.5
242	-0.853983	-0.868049	0.351660	238.954487	598.630871	0.000717	0.198546	0.007953	4.4	0.0	106.4
243	-0.838929	-0.862521	0.589797	239.954487	596.336866	0.000670	0.198548	0.007894	4.5	0.0	106.6
